date,component,value
2026-04-16,Korea Strait,203
2026-04-16,Lombok Strait,40
2026-04-16,Luzon Strait,66
2026-04-16,Magellan Strait,3
2026-04-16,Makassar Strait,44
2026-04-16,Malacca Strait,244
2026-04-16,Mindoro Strait,31
2026-04-16,Mona Passage,17
2026-04-16,Ombai Strait,10
2026-04-16,Oresund Strait,38
2026-04-16,Panama Canal,37
2026-04-16,Strait of Hormuz,11
2026-04-16,Suez Canal,37
2026-04-16,Sunda Strait,35
2026-04-16,Taiwan Strait,220
2026-04-16,Torres Strait,14
2026-04-16,Tsugaru Strait,45
2026-04-16,Windward Passage,14
2026-04-16,Yucatan Channel,67
2026-04-17,Bab el-Mandeb Strait,26
2026-04-17,Balabac Strait,9
2026-04-17,Bering Strait,0
2026-04-17,Bohai Strait,169
2026-04-17,Bosporus Strait,97
2026-04-17,Cape of Good Hope,95
2026-04-17,Dover Strait,179
2026-04-17,Gibraltar Strait,132
2026-04-17,Kerch Strait,8
2026-04-17,Korea Strait,211
2026-04-17,Lombok Strait,45
2026-04-17,Luzon Strait,48
2026-04-17,Magellan Strait,4
2026-04-17,Makassar Strait,48
2026-04-17,Malacca Strait,208
2026-04-17,Mindoro Strait,34
2026-04-17,Mona Passage,10
2026-04-17,Ombai Strait,6
2026-04-17,Oresund Strait,31
2026-04-17,Panama Canal,37
2026-04-17,Strait of Hormuz,18
2026-04-17,Suez Canal,34
2026-04-17,Sunda Strait,41
2026-04-17,Taiwan Strait,201
2026-04-17,Torres Strait,13
2026-04-17,Tsugaru Strait,62
2026-04-17,Windward Passage,19
2026-04-17,Yucatan Channel,72
2026-04-18,Bab el-Mandeb Strait,22
2026-04-18,Balabac Strait,6
2026-04-18,Bering Strait,0
2026-04-18,Bohai Strait,170
2026-04-18,Bosporus Strait,93
2026-04-18,Cape of Good Hope,91
2026-04-18,Dover Strait,193
2026-04-18,Gibraltar Strait,154
2026-04-18,Kerch Strait,9
2026-04-18,Korea Strait,190
2026-04-18,Lombok Strait,41
2026-04-18,Luzon Strait,60
2026-04-18,Magellan Strait,3
2026-04-18,Makassar Strait,37
2026-04-18,Malacca Strait,207
2026-04-18,Mindoro Strait,45
2026-04-18,Mona Passage,14
2026-04-18,Ombai Strait,6
2026-04-18,Oresund Strait,49
2026-04-18,Panama Canal,36
2026-04-18,Strait of Hormuz,22
2026-04-18,Suez Canal,34
2026-04-18,Sunda Strait,33
2026-04-18,Taiwan Strait,212
2026-04-18,Torres Strait,10
2026-04-18,Tsugaru Strait,53
2026-04-18,Windward Passage,11
2026-04-18,Yucatan Channel,63
2026-04-19,Bab el-Mandeb Strait,42
2026-04-19,Balabac Strait,13
2026-04-19,Bering Strait,0
2026-04-19,Bohai Strait,157
2026-04-19,Bosporus Strait,64
2026-04-19,Cape of Good Hope,86
2026-04-19,Dover Strait,176
2026-04-19,Gibraltar Strait,128
2026-04-19,Kerch Strait,7
2026-04-19,Korea Strait,192
2026-04-19,Lombok Strait,42
2026-04-19,Luzon Strait,50
2026-04-19,Magellan Strait,3
2026-04-19,Makassar Strait,33
2026-04-19,Malacca Strait,215
2026-04-19,Mindoro Strait,27
2026-04-19,Mona Passage,10
2026-04-19,Ombai Strait,9
2026-04-19,Oresund Strait,49
2026-04-19,Panama Canal,38
2026-04-19,Strait of Hormuz,7
2026-04-19,Suez Canal,43
2026-04-19,Sunda Strait,38
2026-04-19,Taiwan Strait,256
2026-04-19,Torres Strait,8
2026-04-19,Tsugaru Strait,68
2026-04-19,Windward Passage,19
2026-04-19,Yucatan Channel,56
2026-04-20,Bab el-Mandeb Strait,51
2026-04-20,Balabac Strait,10
2026-04-20,Bering Strait,0
2026-04-20,Bohai Strait,152
2026-04-20,Bosporus Strait,93
2026-04-20,Cape of Good Hope,66
2026-04-20,Dover Strait,164
2026-04-20,Gibraltar Strait,120
2026-04-20,Kerch Strait,9
2026-04-20,Korea Strait,181
2026-04-20,Lombok Strait,42
2026-04-20,Luzon Strait,58
2026-04-20,Magellan Strait,2
2026-04-20,Makassar Strait,40
2026-04-20,Malacca Strait,222
2026-04-20,Mindoro Strait,42
2026-04-20,Mona Passage,11
2026-04-20,Ombai Strait,11
2026-04-20,Oresund Strait,42
2026-04-20,Panama Canal,32
2026-04-20,Strait of Hormuz,8
2026-04-20,Suez Canal,47
2026-04-20,Sunda Strait,35
2026-04-20,Taiwan Strait,248
2026-04-20,Torres Strait,16
2026-04-20,Tsugaru Strait,51
2026-04-20,Windward Passage,18
2026-04-20,Yucatan Channel,53
2026-04-21,Bab el-Mandeb Strait,36
2026-04-21,Balabac Strait,12
2026-04-21,Bering Strait,0
2026-04-21,Bohai Strait,168
2026-04-21,Bosporus Strait,109
2026-04-21,Cape of Good Hope,82
2026-04-21,Dover Strait,162
2026-04-21,Gibraltar Strait,142
2026-04-21,Kerch Strait,6
2026-04-21,Korea Strait,209
2026-04-21,Lombok Strait,44
2026-04-21,Luzon Strait,56
2026-04-21,Magellan Strait,6
2026-04-21,Makassar Strait,42
2026-04-21,Malacca Strait,211
2026-04-21,Mindoro Strait,32
2026-04-21,Mona Passage,16
2026-04-21,Ombai Strait,13
2026-04-21,Oresund Strait,30
2026-04-21,Panama Canal,32
2026-04-21,Strait of Hormuz,4
2026-04-21,Suez Canal,47
2026-04-21,Sunda Strait,38
2026-04-21,Taiwan Strait,213
2026-04-21,Torres Strait,11
2026-04-21,Tsugaru Strait,40
2026-04-21,Windward Passage,12
2026-04-21,Yucatan Channel,49
2026-04-22,Bab el-Mandeb Strait,35
2026-04-22,Balabac Strait,13
2026-04-22,Bering Strait,1
2026-04-22,Bohai Strait,193
2026-04-22,Bosporus Strait,100
2026-04-22,Cape of Good Hope,75
2026-04-22,Dover Strait,146
2026-04-22,Gibraltar Strait,159
2026-04-22,Kerch Strait,10
2026-04-22,Korea Strait,179
2026-04-22,Lombok Strait,33
2026-04-22,Luzon Strait,77
2026-04-22,Magellan Strait,3
2026-04-22,Makassar Strait,43
2026-04-22,Malacca Strait,204
2026-04-22,Mindoro Strait,36
2026-04-22,Mona Passage,10
2026-04-22,Ombai Strait,11
2026-04-22,Oresund Strait,39
2026-04-22,Panama Canal,35
2026-04-22,Strait of Hormuz,7
2026-04-22,Suez Canal,50
2026-04-22,Sunda Strait,34
2026-04-22,Taiwan Strait,234
2026-04-22,Torres Strait,8
2026-04-22,Tsugaru Strait,49
2026-04-22,Windward Passage,14
2026-04-22,Yucatan Channel,60
2026-04-23,Bab el-Mandeb Strait,28
2026-04-23,Balabac Strait,16
2026-04-23,Bering Strait,0
2026-04-23,Bohai Strait,163
2026-04-23,Bosporus Strait,68
2026-04-23,Cape of Good Hope,121
2026-04-23,Dover Strait,167
2026-04-23,Gibraltar Strait,123
2026-04-23,Kerch Strait,6
2026-04-23,Korea Strait,183
2026-04-23,Lombok Strait,31
2026-04-23,Luzon Strait,67
2026-04-23,Magellan Strait,4
2026-04-23,Makassar Strait,45
2026-04-23,Malacca Strait,238
2026-04-23,Mindoro Strait,29
2026-04-23,Mona Passage,15
2026-04-23,Ombai Strait,9
2026-04-23,Oresund Strait,41
2026-04-23,Panama Canal,34
2026-04-23,Strait of Hormuz,3
2026-04-23,Suez Canal,46
2026-04-23,Sunda Strait,26
2026-04-23,Taiwan Strait,218
2026-04-23,Torres Strait,6
2026-04-23,Tsugaru Strait,57
2026-04-23,Windward Passage,13
2026-04-23,Yucatan Channel,47
2026-04-24,Bab el-Mandeb Strait,46
2026-04-24,Balabac Strait,11
2026-04-24,Bering Strait,0
2026-04-24,Bohai Strait,196
2026-04-24,Bosporus Strait,119
2026-04-24,Cape of Good Hope,132
2026-04-24,Dover Strait,200
2026-04-24,Gibraltar Strait,144
2026-04-24,Kerch Strait,7
2026-04-24,Korea Strait,244
2026-04-24,Lombok Strait,36
2026-04-24,Luzon Strait,43
2026-04-24,Magellan Strait,8
2026-04-24,Makassar Strait,47
2026-04-24,Malacca Strait,212
2026-04-24,Mindoro Strait,29
2026-04-24,Mona Passage,15
2026-04-24,Ombai Strait,6
2026-04-24,Oresund Strait,43
2026-04-24,Panama Canal,33
2026-04-24,Strait of Hormuz,8
2026-04-24,Suez Canal,32
2026-04-24,Sunda Strait,39
2026-04-24,Taiwan Strait,218
2026-04-24,Torres Strait,9
2026-04-24,Tsugaru Strait,33
2026-04-24,Windward Passage,14
2026-04-24,Yucatan Channel,54
2026-04-25,Bab el-Mandeb Strait,39
2026-04-25,Balabac Strait,7
2026-04-25,Bering Strait,1
2026-04-25,Bohai Strait,182
2026-04-25,Bosporus Strait,94
2026-04-25,Cape of Good Hope,130
2026-04-25,Dover Strait,225
2026-04-25,Gibraltar Strait,116
2026-04-25,Kerch Strait,12
2026-04-25,Korea Strait,236
2026-04-25,Lombok Strait,31
2026-04-25,Luzon Strait,62
2026-04-25,Magellan Strait,3
2026-04-25,Makassar Strait,40
2026-04-25,Malacca Strait,218
2026-04-25,Mindoro Strait,37
2026-04-25,Mona Passage,12
2026-04-25,Ombai Strait,6
2026-04-25,Oresund Strait,43
2026-04-25,Panama Canal,37
2026-04-25,Strait of Hormuz,6
2026-04-25,Suez Canal,43
2026-04-25,Sunda Strait,37
2026-04-25,Taiwan Strait,235
2026-04-25,Torres Strait,7
2026-04-25,Tsugaru Strait,58
2026-04-25,Windward Passage,16
2026-04-25,Yucatan Channel,65
2026-04-26,Bab el-Mandeb Strait,38
2026-04-26,Balabac Strait,10
2026-04-26,Bering Strait,0
2026-04-26,Bohai Strait,166
2026-04-26,Bosporus Strait,98
2026-04-26,Cape of Good Hope,82
2026-04-26,Dover Strait,166
2026-04-26,Gibraltar Strait,141
2026-04-26,Kerch Strait,13
2026-04-26,Korea Strait,193
2026-04-26,Lombok Strait,44
2026-04-26,Luzon Strait,51
2026-04-26,Magellan Strait,4
2026-04-26,Makassar Strait,31
2026-04-26,Malacca Strait,229
2026-04-26,Mindoro Strait,30
2026-04-26,Mona Passage,13
2026-04-26,Ombai Strait,9
2026-04-26,Oresund Strait,48
2026-04-26,Panama Canal,36
2026-04-26,Strait of Hormuz,3
2026-04-26,Suez Canal,43
2026-04-26,Sunda Strait,35
2026-04-26,Taiwan Strait,268
2026-04-26,Torres Strait,7
2026-04-26,Tsugaru Strait,60
2026-04-26,Windward Passage,17
2026-04-26,Yucatan Channel,57
2026-04-27,Bab el-Mandeb Strait,33
2026-04-27,Balabac Strait,6
2026-04-27,Bering Strait,0
2026-04-27,Bohai Strait,152
2026-04-27,Bosporus Strait,84
2026-04-27,Cape of Good Hope,66
2026-04-27,Dover Strait,146
2026-04-27,Gibraltar Strait,122
2026-04-27,Kerch Strait,4
2026-04-27,Korea Strait,225
2026-04-27,Lombok Strait,42
2026-04-27,Luzon Strait,70
2026-04-27,Magellan Strait,6
2026-04-27,Makassar Strait,36
2026-04-27,Malacca Strait,228
2026-04-27,Mindoro Strait,29
2026-04-27,Mona Passage,6
2026-04-27,Ombai Strait,13
2026-04-27,Oresund Strait,38
2026-04-27,Panama Canal,33
2026-04-27,Strait of Hormuz,0
2026-04-27,Suez Canal,34
2026-04-27,Sunda Strait,38
2026-04-27,Taiwan Strait,237
2026-04-27,Torres Strait,13
2026-04-27,Tsugaru Strait,42
2026-04-27,Windward Passage,16
2026-04-27,Yucatan Channel,59
2026-04-28,Bab el-Mandeb Strait,36
2026-04-28,Balabac Strait,8
2026-04-28,Bering Strait,0
2026-04-28,Bohai Strait,144
2026-04-28,Bosporus Strait,76
2026-04-28,Cape of Good Hope,70
2026-04-28,Dover Strait,151
2026-04-28,Gibraltar Strait,138
2026-04-28,Kerch Strait,3
2026-04-28,Korea Strait,187
2026-04-28,Lombok Strait,34
2026-04-28,Luzon Strait,86
2026-04-28,Magellan Strait,6
2026-04-28,Makassar Strait,57
2026-04-28,Malacca Strait,202
2026-04-28,Mindoro Strait,27
2026-04-28,Mona Passage,18
2026-04-28,Ombai Strait,9
2026-04-28,Oresund Strait,54
2026-04-28,Panama Canal,36
2026-04-28,Strait of Hormuz,5
2026-04-28,Suez Canal,38
2026-04-28,Sunda Strait,31
2026-04-28,Taiwan Strait,237
2026-04-28,Torres Strait,9
2026-04-28,Tsugaru Strait,45
2026-04-28,Windward Passage,21
2026-04-28,Yucatan Channel,55
2026-04-29,Bab el-Mandeb Strait,27
2026-04-29,Balabac Strait,9
2026-04-29,Bering Strait,0
2026-04-29,Bohai Strait,166
2026-04-29,Bosporus Strait,98
2026-04-29,Cape of Good Hope,75
2026-04-29,Dover Strait,176
2026-04-29,Gibraltar Strait,151
2026-04-29,Kerch Strait,4
2026-04-29,Korea Strait,201
2026-04-29,Lombok Strait,46
2026-04-29,Luzon Strait,81
2026-04-29,Magellan Strait,5
2026-04-29,Makassar Strait,49
2026-04-29,Malacca Strait,230
2026-04-29,Mindoro Strait,45
2026-04-29,Mona Passage,12
2026-04-29,Ombai Strait,10
2026-04-29,Oresund Strait,42
2026-04-29,Panama Canal,38
2026-04-29,Strait of Hormuz,5
2026-04-29,Suez Canal,45
2026-04-29,Sunda Strait,26
2026-04-29,Taiwan Strait,249
2026-04-29,Torres Strait,10
2026-04-29,Tsugaru Strait,49
2026-04-29,Windward Passage,15
2026-04-29,Yucatan Channel,66
2026-04-30,Bab el-Mandeb Strait,41
2026-04-30,Balabac Strait,8
2026-04-30,Bering Strait,0
2026-04-30,Bohai Strait,156
2026-04-30,Bosporus Strait,103
2026-04-30,Cape of Good Hope,108
2026-04-30,Dover Strait,149
2026-04-30,Gibraltar Strait,129
2026-04-30,Kerch Strait,4
2026-04-30,Korea Strait,209
2026-04-30,Lombok Strait,40
2026-04-30,Luzon Strait,60
2026-04-30,Magellan Strait,1
2026-04-30,Makassar Strait,51
2026-04-30,Malacca Strait,218
2026-04-30,Mindoro Strait,52
2026-04-30,Mona Passage,10
2026-04-30,Ombai Strait,10
2026-04-30,Oresund Strait,50
2026-04-30,Panama Canal,33
2026-04-30,Strait of Hormuz,7
2026-04-30,Suez Canal,49
2026-04-30,Sunda Strait,38
2026-04-30,Taiwan Strait,207
2026-04-30,Torres Strait,7
2026-04-30,Tsugaru Strait,34
2026-04-30,Windward Passage,12
2026-04-30,Yucatan Channel,46
2026-05-01,Bab el-Mandeb Strait,42
2026-05-01,Balabac Strait,12
2026-05-01,Bering Strait,0
2026-05-01,Bohai Strait,160
2026-05-01,Bosporus Strait,90
2026-05-01,Cape of Good Hope,86
2026-05-01,Dover Strait,194
2026-05-01,Gibraltar Strait,145
2026-05-01,Kerch Strait,5
2026-05-01,Korea Strait,221
2026-05-01,Lombok Strait,38
2026-05-01,Luzon Strait,88
2026-05-01,Magellan Strait,3
2026-05-01,Makassar Strait,66
2026-05-01,Malacca Strait,216
2026-05-01,Mindoro Strait,42
2026-05-01,Mona Passage,12
2026-05-01,Ombai Strait,11
2026-05-01,Oresund Strait,49
2026-05-01,Panama Canal,37
2026-05-01,Strait of Hormuz,10
2026-05-01,Suez Canal,39
2026-05-01,Sunda Strait,43
2026-05-01,Taiwan Strait,267
2026-05-01,Torres Strait,8
2026-05-01,Tsugaru Strait,37
2026-05-01,Windward Passage,27
2026-05-01,Yucatan Channel,61
2026-05-02,Bab el-Mandeb Strait,28
2026-05-02,Balabac Strait,16
2026-05-02,Bering Strait,0
2026-05-02,Bohai Strait,156
2026-05-02,Bosporus Strait,60
2026-05-02,Cape of Good Hope,123
2026-05-02,Dover Strait,172
2026-05-02,Gibraltar Strait,123
2026-05-02,Kerch Strait,3
2026-05-02,Korea Strait,208
2026-05-02,Lombok Strait,37
2026-05-02,Luzon Strait,84
2026-05-02,Magellan Strait,4
2026-05-02,Makassar Strait,50
2026-05-02,Malacca Strait,213
2026-05-02,Mindoro Strait,61
2026-05-02,Mona Passage,13
2026-05-02,Ombai Strait,10
2026-05-02,Oresund Strait,38
2026-05-02,Panama Canal,39
2026-05-02,Strait of Hormuz,10
2026-05-02,Suez Canal,23
2026-05-02,Sunda Strait,43
2026-05-02,Taiwan Strait,285
2026-05-02,Torres Strait,10
2026-05-02,Tsugaru Strait,41
2026-05-02,Windward Passage,18
2026-05-02,Yucatan Channel,50
2026-05-03,Bab el-Mandeb Strait,35
2026-05-03,Balabac Strait,8
2026-05-03,Bering Strait,0
2026-05-03,Bohai Strait,129
2026-05-03,Bosporus Strait,55
2026-05-03,Cape of Good Hope,106
2026-05-03,Dover Strait,181
2026-05-03,Gibraltar Strait,123
2026-05-03,Kerch Strait,4
2026-05-03,Korea Strait,180
2026-05-03,Lombok Strait,49
2026-05-03,Luzon Strait,84
2026-05-03,Magellan Strait,5
2026-05-03,Makassar Strait,57
2026-05-03,Malacca Strait,215
2026-05-03,Mindoro Strait,43
2026-05-03,Mona Passage,19
2026-05-03,Ombai Strait,10
2026-05-03,Oresund Strait,48
2026-05-03,Panama Canal,33
2026-05-03,Strait of Hormuz,6
2026-05-03,Suez Canal,33
2026-05-03,Sunda Strait,40
2026-05-03,Taiwan Strait,249
2026-05-03,Torres Strait,7
2026-05-03,Tsugaru Strait,54
2026-05-03,Windward Passage,15
2026-05-03,Yucatan Channel,62
2026-05-04,Bab el-Mandeb Strait,44
2026-05-04,Balabac Strait,11
2026-05-04,Bering Strait,0
2026-05-04,Bohai Strait,164
2026-05-04,Bosporus Strait,79
2026-05-04,Cape of Good Hope,88
2026-05-04,Dover Strait,161
2026-05-04,Gibraltar Strait,133
2026-05-04,Kerch Strait,4
2026-05-04,Korea Strait,209
2026-05-04,Lombok Strait,41
2026-05-04,Luzon Strait,72
2026-05-04,Magellan Strait,8
2026-05-04,Makassar Strait,48
2026-05-04,Malacca Strait,246
2026-05-04,Mindoro Strait,56
2026-05-04,Mona Passage,16
2026-05-04,Ombai Strait,6
2026-05-04,Oresund Strait,40
2026-05-04,Panama Canal,40
2026-05-04,Strait of Hormuz,4
2026-05-04,Suez Canal,35
2026-05-04,Sunda Strait,42
2026-05-04,Taiwan Strait,260
2026-05-04,Torres Strait,12
2026-05-04,Tsugaru Strait,27
2026-05-04,Windward Passage,17
2026-05-04,Yucatan Channel,40
2026-05-05,Bab el-Mandeb Strait,32
2026-05-05,Balabac Strait,5
2026-05-05,Bering Strait,0
2026-05-05,Bohai Strait,151
2026-05-05,Bosporus Strait,102
2026-05-05,Cape of Good Hope,83
2026-05-05,Dover Strait,161
2026-05-05,Gibraltar Strait,119
2026-05-05,Kerch Strait,5
2026-05-05,Korea Strait,189
2026-05-05,Lombok Strait,41
2026-05-05,Luzon Strait,68
2026-05-05,Magellan Strait,11
2026-05-05,Makassar Strait,36
2026-05-05,Malacca Strait,218
2026-05-05,Mindoro Strait,43
2026-05-05,Mona Passage,12
2026-05-05,Ombai Strait,3
2026-05-05,Oresund Strait,44
2026-05-05,Panama Canal,30
2026-05-05,Strait of Hormuz,1
2026-05-05,Suez Canal,36
2026-05-05,Sunda Strait,25
2026-05-05,Taiwan Strait,238
2026-05-05,Torres Strait,10
2026-05-05,Tsugaru Strait,35
2026-05-05,Windward Passage,15
2026-05-05,Yucatan Channel,31
2026-05-06,Bab el-Mandeb Strait,31
2026-05-06,Balabac Strait,2
2026-05-06,Bering Strait,0
2026-05-06,Bohai Strait,161
2026-05-06,Bosporus Strait,86
2026-05-06,Cape of Good Hope,67
2026-05-06,Dover Strait,184
2026-05-06,Gibraltar Strait,155
2026-05-06,Kerch Strait,6
2026-05-06,Korea Strait,185
2026-05-06,Lombok Strait,32
2026-05-06,Luzon Strait,94
2026-05-06,Magellan Strait,3
2026-05-06,Makassar Strait,20
2026-05-06,Malacca Strait,223
2026-05-06,Mindoro Strait,16
2026-05-06,Mona Passage,15
2026-05-06,Ombai Strait,6
2026-05-06,Oresund Strait,35
2026-05-06,Panama Canal,36
2026-05-06,Strait of Hormuz,2
2026-05-06,Suez Canal,40
2026-05-06,Sunda Strait,30
2026-05-06,Taiwan Strait,256
2026-05-06,Torres Strait,8
2026-05-06,Tsugaru Strait,38
2026-05-06,Windward Passage,5
2026-05-06,Yucatan Channel,22
2026-05-07,Bab el-Mandeb Strait,25
2026-05-07,Balabac Strait,7
2026-05-07,Bering Strait,0
2026-05-07,Bohai Strait,150
2026-05-07,Bosporus Strait,79
2026-05-07,Cape of Good Hope,95
2026-05-07,Dover Strait,156
2026-05-07,Gibraltar Strait,141
2026-05-07,Kerch Strait,1
2026-05-07,Korea Strait,176
2026-05-07,Lombok Strait,40
2026-05-07,Luzon Strait,73
2026-05-07,Magellan Strait,5
2026-05-07,Makassar Strait,31
2026-05-07,Malacca Strait,220
2026-05-07,Mindoro Strait,29
2026-05-07,Mona Passage,10
2026-05-07,Ombai Strait,11
2026-05-07,Oresund Strait,41
2026-05-07,Panama Canal,36
2026-05-07,Strait of Hormuz,4
2026-05-07,Suez Canal,46
2026-05-07,Sunda Strait,34
2026-05-07,Taiwan Strait,228
2026-05-07,Torres Strait,8
2026-05-07,Tsugaru Strait,42
2026-05-07,Windward Passage,9
2026-05-07,Yucatan Channel,37
2026-05-08,Bab el-Mandeb Strait,44
2026-05-08,Balabac Strait,7
2026-05-08,Bering Strait,0
2026-05-08,Bohai Strait,183
2026-05-08,Bosporus Strait,108
2026-05-08,Cape of Good Hope,95
2026-05-08,Dover Strait,168
2026-05-08,Gibraltar Strait,153
2026-05-08,Kerch Strait,16
2026-05-08,Korea Strait,177
2026-05-08,Lombok Strait,35
2026-05-08,Luzon Strait,70
2026-05-08,Magellan Strait,6
2026-05-08,Makassar Strait,47
2026-05-08,Malacca Strait,223
2026-05-08,Mindoro Strait,27
2026-05-08,Mona Passage,8
2026-05-08,Ombai Strait,8
2026-05-08,Oresund Strait,48
2026-05-08,Panama Canal,33
2026-05-08,Strait of Hormuz,4
2026-05-08,Suez Canal,46
2026-05-08,Sunda Strait,29
2026-05-08,Taiwan Strait,216
2026-05-08,Torres Strait,10
2026-05-08,Tsugaru Strait,56
2026-05-08,Windward Passage,15
2026-05-08,Yucatan Channel,56
2026-05-09,Bab el-Mandeb Strait,29
2026-05-09,Balabac Strait,5
2026-05-09,Bering Strait,1
2026-05-09,Bohai Strait,169
2026-05-09,Bosporus Strait,91
2026-05-09,Cape of Good Hope,126
2026-05-09,Dover Strait,206
2026-05-09,Gibraltar Strait,120
2026-05-09,Kerch Strait,17
2026-05-09,Korea Strait,206
2026-05-09,Lombok Strait,36
2026-05-09,Luzon Strait,82
2026-05-09,Magellan Strait,4
2026-05-09,Makassar Strait,35
2026-05-09,Malacca Strait,221
2026-05-09,Mindoro Strait,50
2026-05-09,Mona Passage,11
2026-05-09,Ombai Strait,9
2026-05-09,Oresund Strait,57
2026-05-09,Panama Canal,33
2026-05-09,Strait of Hormuz,5
2026-05-09,Suez Canal,44
2026-05-09,Sunda Strait,35
2026-05-09,Taiwan Strait,224
2026-05-09,Torres Strait,10
2026-05-09,Tsugaru Strait,40
2026-05-09,Windward Passage,22
2026-05-09,Yucatan Channel,51
2026-05-10,Bab el-Mandeb Strait,32
2026-05-10,Balabac Strait,11
2026-05-10,Bering Strait,0
2026-05-10,Bohai Strait,162
2026-05-10,Bosporus Strait,112
2026-05-10,Cape of Good Hope,64
2026-05-10,Dover Strait,149
2026-05-10,Gibraltar Strait,120
2026-05-10,Kerch Strait,11
2026-05-10,Korea Strait,236
2026-05-10,Lombok Strait,40
2026-05-10,Luzon Strait,85
2026-05-10,Magellan Strait,4
2026-05-10,Makassar Strait,40
2026-05-10,Malacca Strait,230
2026-05-10,Mindoro Strait,47
2026-05-10,Mona Passage,13
2026-05-10,Ombai Strait,4
2026-05-10,Oresund Strait,53
2026-05-10,Panama Canal,36
2026-05-10,Strait of Hormuz,9
2026-05-10,Suez Canal,30
2026-05-10,Sunda Strait,30
2026-05-10,Taiwan Strait,254
2026-05-10,Torres Strait,11
2026-05-10,Tsugaru Strait,58
2026-05-10,Windward Passage,15
2026-05-10,Yucatan Channel,54
2026-05-11,Bab el-Mandeb Strait,28
2026-05-11,Balabac Strait,9
2026-05-11,Bering Strait,0
2026-05-11,Bohai Strait,148
2026-05-11,Bosporus Strait,90
2026-05-11,Cape of Good Hope,35
2026-05-11,Dover Strait,161
2026-05-11,Gibraltar Strait,123
2026-05-11,Kerch Strait,8
2026-05-11,Korea Strait,179
2026-05-11,Lombok Strait,28
2026-05-11,Luzon Strait,102
2026-05-11,Magellan Strait,3
2026-05-11,Makassar Strait,50
2026-05-11,Malacca Strait,197
2026-05-11,Mindoro Strait,61
2026-05-11,Mona Passage,8
2026-05-11,Ombai Strait,6
2026-05-11,Oresund Strait,43
2026-05-11,Panama Canal,34
2026-05-11,Strait of Hormuz,9
2026-05-11,Suez Canal,47
2026-05-11,Sunda Strait,37
2026-05-11,Taiwan Strait,225
2026-05-11,Torres Strait,7
2026-05-11,Tsugaru Strait,47
2026-05-11,Windward Passage,23
2026-05-11,Yucatan Channel,60
2026-05-12,Bab el-Mandeb Strait,45
2026-05-12,Balabac Strait,6
2026-05-12,Bering Strait,0
2026-05-12,Bohai Strait,166
2026-05-12,Bosporus Strait,93
2026-05-12,Cape of Good Hope,55
2026-05-12,Dover Strait,167
2026-05-12,Gibraltar Strait,135
2026-05-12,Kerch Strait,2
2026-05-12,Korea Strait,212
2026-05-12,Lombok Strait,36
2026-05-12,Luzon Strait,71
2026-05-12,Magellan Strait,0
2026-05-12,Makassar Strait,33
2026-05-12,Malacca Strait,231
2026-05-12,Mindoro Strait,54
2026-05-12,Mona Passage,13
2026-05-12,Ombai Strait,10
2026-05-12,Oresund Strait,50
2026-05-12,Panama Canal,32
2026-05-12,Strait of Hormuz,6
2026-05-12,Suez Canal,41
2026-05-12,Sunda Strait,43
2026-05-12,Taiwan Strait,278
2026-05-12,Torres Strait,8
2026-05-12,Tsugaru Strait,46
2026-05-12,Windward Passage,20
2026-05-12,Yucatan Channel,55
2026-05-13,Bab el-Mandeb Strait,38
2026-05-13,Balabac Strait,10
2026-05-13,Bering Strait,0
2026-05-13,Bohai Strait,167
2026-05-13,Bosporus Strait,98
2026-05-13,Cape of Good Hope,100
2026-05-13,Dover Strait,172
2026-05-13,Gibraltar Strait,112
2026-05-13,Kerch Strait,1
2026-05-13,Korea Strait,205
2026-05-13,Lombok Strait,29
2026-05-13,Luzon Strait,74
2026-05-13,Magellan Strait,2
2026-05-13,Makassar Strait,45
2026-05-13,Malacca Strait,219
2026-05-13,Mindoro Strait,49
2026-05-13,Mona Passage,14
2026-05-13,Ombai Strait,16
2026-05-13,Oresund Strait,35
2026-05-13,Panama Canal,34
2026-05-13,Strait of Hormuz,8
2026-05-13,Suez Canal,32
2026-05-13,Sunda Strait,27
2026-05-13,Taiwan Strait,217
2026-05-13,Torres Strait,8
2026-05-13,Tsugaru Strait,53
2026-05-13,Windward Passage,14
2026-05-13,Yucatan Channel,49
2026-05-14,Bab el-Mandeb Strait,38
2026-05-14,Balabac Strait,10
2026-05-14,Bering Strait,0
2026-05-14,Bohai Strait,168
2026-05-14,Bosporus Strait,103
2026-05-14,Cape of Good Hope,119
2026-05-14,Dover Strait,159
2026-05-14,Gibraltar Strait,133
2026-05-14,Kerch Strait,16
2026-05-14,Korea Strait,200
2026-05-14,Lombok Strait,46
2026-05-14,Luzon Strait,88
2026-05-14,Magellan Strait,5
2026-05-14,Makassar Strait,41
2026-05-14,Malacca Strait,235
2026-05-14,Mindoro Strait,65
2026-05-14,Mona Passage,9
2026-05-14,Ombai Strait,9
2026-05-14,Oresund Strait,39
2026-05-14,Panama Canal,33
2026-05-14,Strait of Hormuz,9
2026-05-14,Suez Canal,37
2026-05-14,Sunda Strait,32
2026-05-14,Taiwan Strait,241
2026-05-14,Torres Strait,5
2026-05-14,Tsugaru Strait,57
2026-05-14,Windward Passage,18
2026-05-14,Yucatan Channel,49
2026-05-15,Bab el-Mandeb Strait,24
2026-05-15,Balabac Strait,9
2026-05-15,Bering Strait,0
